fen,action,score,result
8/8/8/2w5/3b4/8/8/6b1 b,"(5, 5)",0
8/8/8/2w5/2bbw3/8/8/6b1 w,"(3, 5)",0
8/8/8/2w5/2bbw3/8/8/6b1 b,"(5, 4)",0
8/8/4b3/2w1w3/2bbw3/8/8/6b1 w,"(5, 3)",0
8/8/4b3/2w1w3/2bbw3/8/8/6b1 b,"(4, 4)",-50
8/8/4b3/1bwww3/2bbw3/8/8/6b1 w,"(2, 4)",-50
8/8/4b3/1bwww3/2bbw3/8/8/6b1 b,"(6, 4)",-100,-1
8/8/8/8/4b3/8/8/8 w,"(5, 5)",0
8/8/8/8/4b3/8/8/8 b,"(3, 4)",0
8/8/8/2wb4/4b3/8/8/8 w,"(4, 4)",0
8/8/8/2wb4/4b3/8/8/8 b,"(4, 5)",0
8/8/8/2wb4/2bwb3/8/8/8 w,"(3, 5)",0
8/8/8/2wb4/2bwb3/8/8/8 b,"(4, 6)",0
8/8/4b3/2wb4/2bwb3/3w4/8/8 w,"(5, 3)",50
8/8/4b3/2wb4/2bwb3/3w4/8/8 b,"(2, 6)",50
8/5b2/4b3/2wb4/2bwb3/1w1w4/8/8 w,"(6, 2)",100,1
bw6/b1bbb2w/b2w1ww1/3b3b/5b2/3w3b/1w4w1/b1ww4 b,"(1, 4)",-50
bw6/bbbbb2w/b2w1ww1/w2b3b/5b2/3w3b/1w4w1/b1ww4 w,"(2, 2)",100,1
8/8/8/8/8/8/6b1/8 b,"(4, 4)",0
8/8/8/2bw4/8/8/6b1/8 w,"(3, 4)",0
8/8/8/2bw4/8/8/6b1/8 b,"(3, 5)",0
8/8/8/2bwb3/2w5/8/6b1/8 w,"(5, 4)",0
8/8/8/2bwb3/2w5/8/6b1/8 b,"(4, 6)",0
8/8/3b4/2bwb3/2w5/3w4/6b1/8 w,"(4, 3)",0
8/8/3b4/2bwb3/2w5/3w4/6b1/8 b,"(4, 5)",-50
8/8/3b4/2bwb3/2ww4/3wb3/6b1/8 w,"(5, 6)",-50
8/8/3b4/2bwb3/2ww4/3wb3/6b1/8 b,"(4, 7)",-100,-1
bb2w2w/b3wb2/wb2w3/1wbw1b2/1b1bbbww/2wwbw1b/4b1w1/8 w,"(2, 3)",100,1
w7/2w1w1w1/b2b1b2/2bw2wb/2bw2ww/w1b2w2/bwbb4/5bbb w,"(3, 5)",100,1
2bw4/2b1b2w/1bb1ww1b/2bbwb1b/w2w4/2b5/1w3w2/b3w1w1 w,"(3, 3)",100,1
w4w2/2b3wb/1b2bb1b/2b1w1wb/wbww2ww/5b2/1wb1bb1b/ww2w2b w,"(2, 5)",50
w4w2/2b3wb/1b2bb1b/2b1w1wb/wbww2ww/5b2/1wb1bb1b/ww2w2b b,"(3, 6)",-100,-1
6wb/1b6/6b1/4w3/2b5/8/5wb1/w3w1b1 w,"(3, 5)",0
6wb/1b6/6b1/4w3/2b5/8/5wb1/w3w1b1 b,"(3, 4)",0
6wb/1b6/6b1/2wbw3/2b5/8/5wb1/w3w1b1 w,"(4, 4)",0
6wb/1b6/6b1/2wbw3/2b5/8/5wb1/w3w1b1 b,"(4, 5)",-50
6wb/1b6/6b1/2wbw3/2bw4/4b3/5wb1/w3w1b1 w,"(5, 6)",0
6wb/1b6/6b1/2wbw3/2bw4/4b3/5wb1/w3w1b1 b,"(4, 6)",0
6wb/1b6/6b1/2wbw3/2bwb3/3wb3/5wb1/w3w1b1 w,"(5, 5)",50
6wb/1b6/6b1/2wbw3/2bwb3/3wb3/5wb1/w3w1b1 b,"(3, 3)",50
6wb/1b6/2w3b1/2wbw3/2bwb3/3wbb2/5wb1/w3w1b1 w,"(6, 6)",100,1
1b3wb1/bb2w3/1w1w1b2/w1bb1b2/1bww4/b7/b2b2ww/2w4w w,"(4, 4)",50
1b3wb1/bb2w3/1w1w1b2/w1bb1b2/1bww4/b7/b2b2ww/2w4w b,"(5, 5)",-50
1b3wb1/bb2w3/1w1w1b2/w1bbbb2/1bwww3/b7/b2b2ww/2w4w w,"(5, 4)",100,1
1bw2b1b/wb1b3w/1wwb1w2/3bw3/bb1w2bb/w3w2w/4w3/w1b2b1b b,"(3, 4)",-100,-1
4bb2/8/5w2/8/7w/wbb1b3/8/2wwb3 b,"(5, 5)",50
4bb2/8/5w2/8/4w2w/wbbbb3/8/2wwb3 w,"(4, 6)",100,1
6b1/b7/2w1w3/bw1b1b2/1w6/3w3w/4b3/2b5 w,"(4, 4)",0
6b1/b7/2w1w3/bw1b1b2/1w6/3w3w/4b3/2b5 b,"(5, 4)",0
6b1/b7/2w1w3/bw1bwb2/1wb5/3w3w/4b3/2b5 w,"(3, 5)",0
6b1/b7/2w1w3/bw1bwb2/1wb5/3w3w/4b3/2b5 b,"(4, 3)",-50
6b1/b7/1bwww3/bw1bwb2/1wb5/3w3w/4b3/2b5 w,"(2, 3)",-50
6b1/b7/1bwww3/bw1bwb2/1wb5/3w3w/4b3/2b5 b,"(6, 3)",-100,-1
8/8/b4b2/b2b2w1/1b6/3w3w/8/5w2 w,"(4, 4)",0
8/8/b4b2/b2b2w1/1b6/3w3w/8/5w2 b,"(5, 4)",0
8/8/b4b2/b1bbw1w1/1b6/3w3w/8/5w2 w,"(3, 4)",50
8/8/b4b2/b1bbw1w1/1b6/3w3w/8/5w2 b,"(4, 5)",50
8/8/b4b2/bbbbw1w1/1b1w4/3w3w/8/5w2 w,"(2, 4)",100,1
7w/1b5b/3b4/8/1wb4w/1w6/b3w1w1/bb6 b,"(4, 5)",0
7w/1b5b/3b4/4b3/1wbw3w/1w6/b3w1w1/bb6 w,"(5, 4)",0
7w/1b5b/3b4/4b3/1wbw3w/1w6/b3w1w1/bb6 b,"(3, 4)",0
7w/1b5b/3b4/2w1b3/1wbw3w/1w2b3/b3w1w1/bb6 w,"(5, 6)",0
7w/1b5b/3b4/2w1b3/1wbw3w/1w2b3/b3w1w1/bb6 b,"(4, 4)",0
7w/1b5b/3b4/2wwb3/1wbwb2w/1w2b3/b3w1w1/bb6 w,"(5, 5)",50
7w/1b5b/3b4/2wwb3/1wbwb2w/1w2b3/b3w1w1/bb6 b,"(5, 3)",1
7w/1b5b/3bw3/2wwb3/1wbwb2w/1w1bb3/b3w1w1/bb6 w,"(4, 6)",50
7w/1b5b/3bw3/2wwb3/1wbwb2w/1w1bb3/b3w1w1/bb6 b,"(6, 4)",50
7w/1b5b/3bw3/2wwbw2/1wbwb2w/1w1bb3/b1b1w1w1/bb6 w,"(3, 7)",100,1
7w/2b3w1/b2b1bw1/bbbw1w2/w5wb/3b4/2b2wbb/4www1 b,"(3, 5)",-50
7w/2b3w1/b2b1bw1/bbbw1w2/w1w3wb/3b4/2b2wbb/3bwww1 w,"(4, 8)",-50
7w/2b3w1/b2b1bw1/bbbw1w2/w1w3wb/3b4/2b2wbb/3bwww1 b,"(7, 4)",-100,-1
b3bw1b/1b5w/bw2ww2/ww6/3w2b1/3w3b/1b4bw/4b1b1 b,"(5, 4)",-50
b3bw1b/1b5w/bw2ww2/ww2w3/3w2b1/2bw3b/1b4bw/4b1b1 w,"(3, 6)",50
b3bw1b/1b5w/bw2ww2/ww2w3/3w2b1/2bw3b/1b4bw/4b1b1 b,"(7, 2)",-100,-1
2bb1ww1/b2wwb2/2bw1b2/b3bbb1/ww1w3b/1b1wb1w1/b1w2b1w/3w1w2 w,"(2, 6)",50
2bb1ww1/b2wwb2/2bw1b2/b3bbb1/ww1w3b/1b1wb1w1/b1w2b1w/3w1w2 b,"(3, 4)",-100,-1
w2w4/3ww2b/b3b1w1/1b6/1ww1bb2/3w3b/3wwbw1/bb1b1b2 w,"(2, 4)",50
w2w4/3ww2b/b3b1w1/1b6/1ww1bb2/3w3b/3wwbw1/bb1b1b2 b,"(3, 8)",50
w2w4/3ww2b/b3b1w1/1b6/1ww1bb2/3w1b1b/3wwbw1/bbwb1b2 w,"(6, 6)",100,1
8/1w5b/3b2wb/2w1b3/b3bb2/1w6/8/1w5w b,"(3, 2)",50
8/1ww4b/3b2wb/2w1b3/b3bb2/1w4b1/8/1w5w w,"(7, 6)",100,1
8/8/8/8/bww1b3/b7/2wb4/8 w,"(5, 5)",0
8/8/8/8/bww1b3/b7/2wb4/8 b,"(4, 5)",0
8/8/8/2b5/bwwwb3/b7/2wb4/8 w,"(3, 4)",0
8/8/8/2b5/bwwwb3/b7/2wb4/8 b,"(4, 3)",0
8/8/3w4/2b1b3/bwwwb3/b7/2wb4/8 w,"(5, 4)",0
8/8/3w4/2b1b3/bwwwb3/b7/2wb4/8 b,"(4, 4)",-50
8/3b4/3w4/2bwb3/bwwwb3/b7/2wb4/8 w,"(4, 2)",-50
8/3b4/3w4/2bwb3/bwwwb3/b7/2wb4/8 b,"(4, 6)",-100,-1
wbbw3w/2wbb1w1/2b1w2w/bbb1b2w/bbb2bb1/ww2w1w1/1w2wb1b/1w6 w,"(3, 3)",100,1
8/5w2/w5b1/3b4/w7/6b1/2b5/8 w,"(4, 4)",0
8/5w2/w5b1/3b4/w7/6b1/2b5/8 b,"(4, 5)",0
8/5w2/w2b2b1/3b4/w2w4/6b1/2b5/8 w,"(4, 3)",0
8/5w2/w2b2b1/3b4/w2w4/6b1/2b5/8 b,"(5, 5)",0
8/5w2/w2b2b1/3bb3/w2ww3/6b1/2b5/8 w,"(5, 4)",50
8/5w2/w2b2b1/3bb3/w2ww3/6b1/2b5/8 b,"(6, 5)",-50
8/5w2/w2b2b1/3bb3/w1bwww2/6b1/2b5/8 w,"(3, 5)",-50
8/5w2/w2b2b1/3bb3/w1bwww2/6b1/2b5/8 b,"(7, 5)",-100,-1
3ww3/b1bbwb1b/w1b1bw2/b2w2bw/w1w1w3/w2wbb2/2bww2w/1bb1b1b1 w,"(1, 4)",50
3ww3/b1bbwb1b/w1b1bw2/b2w2bw/w1w1w3/w2wbb2/2bww2w/1bb1b1b1 b,"(2, 2)",-50
3ww3/bwbbwb1b/w1b1bw2/bb1w2bw/w1w1w3/w2wbb2/2bww2w/1bb1b1b1 w,"(2, 4)",50
3ww3/bwbbwb1b/w1b1bw2/bb1w2bw/w1w1w3/w2wbb2/2bww2w/1bb1b1b1 b,"(4, 5)",-100,-1
6w1/2b4b/2w1b3/2w2w2/2w5/6b1/3b4/2b5 w,"(3, 2)",-50
6w1/2b4b/2w1b3/2w2w2/2w5/6b1/3b4/2b5 b,"(3, 6)",-100,-1
b7/6w1/2b4b/w6w/4w3/5b2/5b2/8 b,"(4, 5)",0
b7/6w1/2b4b/w2b3w/3ww3/5b2/5b2/8 w,"(4, 4)",50
b7/6w1/2b4b/w2b3w/3ww3/5b2/5b2/8 b,"(2, 2)",0
b7/1w4w1/2b4b/w2bb2w/3ww3/5b2/5b2/8 w,"(5, 4)",0
b7/1w4w1/2b4b/w2bb2w/3ww3/5b2/5b2/8 b,"(4, 6)",0
b7/1w4w1/2b4b/w1bbb2w/3ww3/3w1b2/5b2/8 w,"(3, 4)",50
b7/1w4w1/2b4b/w1bbb2w/3ww3/3w1b2/5b2/8 b,"(2, 4)",50
b7/1w4w1/2b4b/wwbbbb1w/3ww3/3w1b2/5b2/8 w,"(6, 4)",100,1
w4wb1/1b3wbb/1w1b4/3w3b/bw1b1b1w/3b1b1b/3w2wb/1w1w2w1 b,"(5, 4)",0
w4wb1/1b3wbb/1w1b4/3ww2b/bw1bbb1w/3b1b1b/3w2wb/1w1w2w1 w,"(5, 5)",50
w4wb1/1b3wbb/1w1b4/3ww2b/bw1bbb1w/3b1b1b/3w2wb/1w1w2w1 b,"(3, 5)",-50
w4wb1/1b3wbb/1w1bb3/3ww2b/bwwbbb1w/3b1b1b/3w2wb/1w1w2w1 w,"(5, 3)",50
w4wb1/1b3wbb/1w1bb3/3ww2b/bwwbbb1w/3b1b1b/3w2wb/1w1w2w1 b,"(7, 5)",-50
w4wb1/1b3wbb/1w1bb3/3ww2b/bwwbbbww/3b1bbb/3w2wb/1w1w2w1 w,"(7, 6)",50
w4wb1/1b3wbb/1w1bb3/3ww2b/bwwbbbww/3b1bbb/3w2wb/1w1w2w1 b,"(6, 4)",-50
w4wb1/1b3wbb/1w1bb3/2bwww1b/bwwbbbww/3b1bbb/3w2wb/1w1w2w1 w,"(3, 4)",50
w4wb1/1b3wbb/1w1bb3/2bwww1b/bwwbbbww/3b1bbb/3w2wb/1w1w2w1 b,"(5, 6)",-50
w4wb1/1b3wbb/1w1bbb2/2bwww1b/bwwbbbww/3bwbbb/3w2wb/1w1w2w1 w,"(6, 3)",50
w4wb1/1b3wbb/1w1bbb2/2bwww1b/bwwbbbww/3bwbbb/3w2wb/1w1w2w1 b,"(3, 3)",-50
w4wb1/1b3wbb/1wwbbbb1/2bwww1b/bwwbbbww/3bwbbb/3w2wb/1w1w2w1 w,"(7, 3)",100,1
6b1/w4w2/3bwb2/3b3w/b1b1w3/7b/2w2b2/2bw3w b,"(4, 5)",0
6b1/w4w2/3bwb2/3bb2w/b1bww3/7b/2w2b2/2bw3w w,"(5, 4)",0
6b1/w4w2/3bwb2/3bb2w/b1bww3/7b/2w2b2/2bw3w b,"(3, 4)",-50
6b1/w4w2/1b1bwb2/2wbb2w/b1bww3/7b/2w2b2/2bw3w w,"(2, 3)",0
6b1/w4w2/1b1bwb2/2wbb2w/b1bww3/7b/2w2b2/2bw3w b,"(4, 6)",-50
6b1/w4w2/1b1bwb2/2wbb2w/b1bww3/3w3b/2w2b2/1bbw3w w,"(2, 8)",-50
6b1/w4w2/1b1bwb2/2wbb2w/b1bww3/3w3b/2w2b2/1bbw3w b,"(4, 7)",-100,-1
b2w2b1/6b1/w3w3/1bw1w3/8/5b2/w2w2b1/4b1b1 b,"(4, 4)",-50
b2w2b1/6b1/w3w3/1bwww3/3b4/5b2/w2w2b1/4b1b1 w,"(4, 5)",-50
b2w2b1/6b1/w3w3/1bwww3/3b4/5b2/w2w2b1/4b1b1 b,"(6, 4)",-100,-1
3w3w/wb3bw1/6b1/b3w3/bw6/1b2b3/8/8 b,"(6, 3)",-100,-1
8/5b2/8/1b1b1w2/w2w3b/1b5w/b4w2/8 w,"(4, 4)",50
8/5b2/8/1b1b1w2/w2w3b/1b5w/b4w2/8 b,"(3, 5)",-50
8/5b2/8/1b1b1w2/wbww3b/1b5w/b4w2/8 w,"(2, 5)",50
8/5b2/8/1b1b1w2/wbww3b/1b5w/b4w2/8 b,"(2, 3)",50
8/5b2/1w6/1b1b1w2/wbww3b/1b5w/bb3w2/8 w,"(2, 7)",100,1
8/5b2/5w2/b2b4/w7/4b3/7w/1w4b1 w,"(4, 4)",0
8/5b2/5w2/b2b4/w7/4b3/7w/1w4b1 b,"(5, 4)",0
8/5b2/5w2/b2bw3/w2b4/4b3/7w/1w4b1 w,"(4, 5)",50
8/5b2/5w2/b2bw3/w2b4/4b3/7w/1w4b1 b,"(3, 4)",50
8/5b2/5w2/b1wbw3/w2b4/4b3/5b1w/1w4b1 w,"(6, 7)",100,1
8/8/8/6b1/8/8/8/8 b,"(4, 4)",0
8/8/8/3w2b1/3b4/8/8/8 w,"(4, 5)",0
8/8/8/3w2b1/3b4/8/8/8 b,"(5, 4)",0
8/8/8/2bww1b1/3b4/8/8/8 w,"(3, 4)",0
8/8/8/2bww1b1/3b4/8/8/8 b,"(4, 3)",0
8/8/3w4/2bww1b1/2bb4/8/8/8 w,"(3, 5)",0
8/8/3w4/2bww1b1/2bb4/8/8/8 b,"(5, 6)",0
8/8/3w4/2bww1b1/2bbb3/4w3/8/8 w,"(5, 5)",50
8/8/3w4/2bww1b1/2bbb3/4w3/8/8 b,"(2, 5)",50
8/8/3w4/2bww1b1/1wbbbb2/4w3/8/8 w,"(6, 5)",100,1
4w1wb/8/1b5b/8/8/8/8/1w5b b,"(3, 4)",0
4w1wb/8/1b5b/2w5/4b3/8/8/1w5b w,"(5, 5)",0
4w1wb/8/1b5b/2w5/4b3/8/8/1w5b b,"(4, 5)",0
4w1wb/8/1b1b3b/2w5/3wb3/8/8/1w5b w,"(4, 3)",0
4w1wb/8/1b1b3b/2w5/3wb3/8/8/1w5b b,"(5, 3)",0
4w1wb/8/1b1bw2b/2w1b3/3wb3/8/8/1w5b w,"(5, 4)",0
4w1wb/8/1b1bw2b/2w1b3/3wb3/8/8/1w5b b,"(4, 4)",-50
4w1wb/8/1b1bw2b/2wwb3/3wb3/4b3/8/1w5b w,"(5, 6)",50
4w1wb/8/1b1bw2b/2wwb3/3wb3/4b3/8/1w5b b,"(5, 7)",-50
4w1wb/5b2/1b1bw2b/2wwb3/3wb3/4b3/4w3/1w5b w,"(6, 2)",1
4w1wb/5b2/1b1bw2b/2wwb3/3wb3/4b3/4w3/1w5b b,"(3, 5)",-50
4w1wb/5b2/1b1bw2b/2wwb3/2wwbb2/4b3/4w3/1w5b w,"(6, 5)",50
4w1wb/5b2/1b1bw2b/2wwb3/2wwbb2/4b3/4w3/1w5b b,"(2, 6)",-100,-1
8/1w4w1/4w3/bbb1w2w/w3bb2/2b1b3/8/8 b,"(4, 3)",50
8/1w4w1/3ww3/bbbbw2w/w3bb2/2b1b3/8/8 w,"(4, 4)",100,1
2w2bwb/2bbbb1b/b1w2w1w/w2w1w2/w1w1b1b1/b4b2/8/wwwb2b1 w,"(4, 2)",100,1
8/6b1/3w4/4b3/8/wb6/8/w1b1w1b1 w,"(5, 4)",0
8/6b1/3w4/4b3/8/wb6/8/w1b1w1b1 b,"(3, 5)",0
8/6b1/3w4/3bb3/2w5/wb6/8/w1b1w1b1 w,"(4, 4)",0
8/6b1/3w4/3bb3/2w5/wb6/8/w1b1w1b1 b,"(5, 3)",0
8/6b1/3ww3/3bb3/2wb4/wb6/8/w1b1w1b1 w,"(4, 5)",50
8/6b1/3ww3/3bb3/2wb4/wb6/8/w1b1w1b1 b,"(6, 3)",-50
8/6b1/2bwww2/3bb3/2wb4/wb6/8/w1b1w1b1 w,"(3, 3)",-50
8/6b1/2bwww2/3bb3/2wb4/wb6/8/w1b1w1b1 b,"(7, 3)",-100,-1
bb1wbb2/1bwb2bw/4w3/2ww1b1b/w1bwbb1w/w2w1w2/1w1b2wb/3b1wb1 w,"(3, 5)",-50
bb1wbb2/1bwb2bw/4w3/2ww1b1b/w1bwbb1w/w2w1w2/1w1b2wb/3b1wb1 b,"(4, 3)",-100,-1
8/8/5w2/2b3w1/8/8/b7/7b w,"(3, 4)",0
8/8/5w2/2b3w1/8/8/b7/7b b,"(5, 4)",0
8/8/3b1w2/2b1w1w1/8/8/b7/7b w,"(4, 3)",0
8/8/3b1w2/2b1w1w1/8/8/b7/7b b,"(4, 4)",-50
8/8/3b1w2/2bww1w1/2b5/8/b7/7b w,"(3, 5)",-50
8/8/3b1w2/2bww1w1/2b5/8/b7/7b b,"(6, 4)",-100,-1
3w4/7w/3b4/b2bb3/8/5b1w/4b1bw/1w4w1 w,"(4, 4)",50
3w4/7w/3b4/b2bb3/8/5b1w/4b1bw/1w4w1 b,"(3, 5)",50
3w4/7w/3b4/b2bb3/2w1b3/5b1w/4b1bw/1w4w1 w,"(5, 5)",100,1
3w2w1/1wb2b2/1wbb4/w1wb4/8/8/5b1b/1b1w4 w,"(4, 3)",0
3w2w1/1wb2b2/1wbb4/w1wb4/8/8/5b1b/1b1w4 b,"(4, 5)",-50
3w2w1/bwb2b2/1wbb4/w1wb4/3w4/8/5b1b/1b1w4 w,"(1, 2)",-50
3w2w1/bwb2b2/1wbb4/w1wb4/3w4/8/5b1b/1b1w4 b,"(5, 6)",-100,-1
w2wwb2/b2b1wb1/6bw/w3w1b1/bw1b4/1b1bw1bw/2b3wb/ww1b4 w,"(2, 6)",100,1
8/8/2b5/1b1b3w/1ww1b3/5wb1/3b2w1/8 b,"(3, 4)",50
8/1b6/2b5/1bwb3w/1ww1b3/5wb1/3b2w1/8 w,"(2, 2)",100,1
w2w2bb/4w2b/b1w1bw1b/1b2ww1w/1ww3ww/2bwb1w1/bbbbwb2/wbb4b w,"(1, 7)",100,1
7w/1b1ww3/b1bbbb2/bwbw2w1/4w1b1/3b2w1/1w2bww1/w4bb1 w,"(3, 3)",100,1
8/8/8/2b5/8/8/8/8 w,"(3, 4)",0
8/8/8/2b5/8/8/8/8 b,"(4, 4)",0
8/8/8/2bw4/3b4/8/8/8 w,"(4, 5)",0
8/8/8/2bw4/3b4/8/8/8 b,"(5, 5)",0
8/8/8/2bw4/3bw3/3b4/8/8 w,"(4, 6)",0
8/8/8/2bw4/3bw3/3b4/8/8 b,"(5, 3)",0
8/8/4w3/2bwb3/3bw3/3b4/8/8 w,"(5, 4)",0
8/8/4w3/2bwb3/3bw3/3b4/8/8 b,"(3, 5)",-50
8/8/4w3/2bwb3/2wbw3/1b1b4/8/8 w,"(2, 6)",-50
8/8/4w3/2bwb3/2wbw3/1b1b4/8/8 b,"(6, 2)",-100,-1
8/w1b2b1w/w1ww1w1b/2bwb1b1/1bb1b2b/1w1b2w1/3ww1w1/w3b1bb b,"(2, 3)",-100,-1
4b2w/1wbbb2w/2w1b3/4b3/3w4/8/4b3/1w6 w,"(5, 4)",100,1
5wb1/w1wwbw2/bb1b2bw/wb1w4/ww1b4/4b2b/2b1w3/5b2 w,"(1, 3)",50
5wb1/w1wwbw2/bb1b2bw/wb1w4/ww1b4/4b2b/2b1w3/5b2 b,"(2, 2)",-100,-1
7b/ww1bw3/1w2w3/b1ww1b2/b1b2b2/bw3b2/ww2b1bb/b2wbww1 b,"(1, 3)",-50
7b/ww1bw3/ww2w3/b1ww1b2/b1bb1b2/bw3b2/ww2b1bb/b2wbww1 w,"(4, 5)",50
7b/ww1bw3/ww2w3/b1ww1b2/b1bb1b2/bw3b2/ww2b1bb/b2wbww1 b,"(2, 5)",-50
7b/ww1bw3/ww2w3/bbww1b2/bwbb1b2/bw3b2/ww2b1bb/b2wbww1 w,"(2, 4)",50
7b/ww1bw3/ww2w3/bbww1b2/bwbb1b2/bw3b2/ww2b1bb/b2wbww1 b,"(2, 8)",-100,-1
3w1bb1/b1w1w3/2w1b2w/4ww2/1wb1b3/4w1bb/2b2wbb/1wb2wb1 b,"(3, 6)",50
3w1bb1/b1w1w3/2w1b2w/4ww2/1wb1b1b1/2w1w1bb/2b2wbb/1wb2wb1 w,"(7, 5)",100,1
wb2bw2/bw2b1b1/1bbw2ww/1bb3b1/wbwwb3/2bb1b2/1ww1w1w1/6w1 b,"(2, 6)",-50
wb2bw2/bw1bb1b1/1bbw2ww/1bb3b1/wbwwb3/1wbb1b2/1ww1w1w1/6w1 w,"(4, 2)",100,1
4ww2/3b2b1/b3w3/b3b3/6w1/7w/5bb1/7w w,"(5, 4)",-50
4ww2/3b2b1/b3w3/b3b3/6w1/7w/5bb1/7w b,"(6, 4)",-100,-1
5w2/4bw2/6w1/3b3b/2b3w1/8/6b1/2w1b3 w,"(3, 5)",0
5w2/4bw2/6w1/3b3b/2b3w1/8/6b1/2w1b3 b,"(5, 5)",0
5w2/4bw2/3b2w1/3b3b/2b1w1w1/8/6b1/2w1b3 w,"(4, 3)",0
5w2/4bw2/3b2w1/3b3b/2b1w1w1/8/6b1/2w1b3 b,"(4, 5)",-50
5w2/4bw2/3b2w1/2bb3b/2bww1w1/8/6b1/2w1b3 w,"(3, 4)",50
5w2/4bw2/3b2w1/2bb3b/2bww1w1/8/6b1/2w1b3 b,"(2, 5)",-50
5w2/4bw2/3b2w1/2bb3b/1wbww1w1/4b3/6b1/2w1b3 w,"(5, 6)",-50
5w2/4bw2/3b2w1/2bb3b/1wbww1w1/4b3/6b1/2w1b3 b,"(6, 5)",-100,-1
5w2/8/3w2w1/1b2b3/w4bb1/1w6/7b/6b1 b,"(3, 4)",-50
5w2/4b3/3w2w1/1bw1b3/w4bb1/1w6/7b/6b1 w,"(5, 2)",50
5w2/4b3/3w2w1/1bw1b3/w4bb1/1w6/7b/6b1 b,"(5, 5)",50
5w2/4b3/3w2w1/1bw1b3/w3wbb1/1w4b1/7b/6b1 w,"(7, 6)",100,1
4w2w/1w1b2b1/wb4bw/3bww2/1wb2b2/b3w1b1/b1w5/5b2 w,"(4, 4)",50
4w2w/1w1b2b1/wb4bw/3bww2/1wb2b2/b3w1b1/b1w5/5b2 b,"(4, 3)",50
4w2w/1w1b2b1/wb1w2bw/3bww2/1wb2b2/bb2w1b1/b1w5/5b2 w,"(2, 6)",100,1
b7/3w1w2/b7/8/3b4/4bw2/8/8 w,"(4, 5)",0
b7/3w1w2/b7/8/3b4/4bw2/8/8 b,"(5, 5)",0
b7/3w1w2/b7/3b4/3bw3/4bw2/8/8 w,"(4, 4)",0
b7/3w1w2/b7/3b4/3bw3/4bw2/8/8 b,"(4, 3)",0
b7/3w1w2/b2w4/3b4/2bbw3/4bw2/8/8 w,"(3, 5)",0
b7/3w1w2/b2w4/3b4/2bbw3/4bw2/8/8 b,"(4, 6)",0
b7/3w1w2/b2w4/3b4/2bbwb2/3wbw2/8/8 w,"(6, 5)",0
b7/3w1w2/b2w4/3b4/2bbwb2/3wbw2/8/8 b,"(2, 4)",0
b7/3w1w2/b2w4/1w1bb3/2bbwb2/3wbw2/8/8 w,"(5, 4)",0
b7/3w1w2/b2w4/1w1bb3/2bbwb2/3wbw2/8/8 b,"(5, 3)",0
b7/3w1w2/b2ww3/1wbbb3/2bbwb2/3wbw2/8/8 w,"(3, 4)",50
b7/3w1w2/b2ww3/1wbbb3/2bbwb2/3wbw2/8/8 b,"(2, 3)",-50
b7/3w1w2/bwbww3/1wbbb3/2bbwb2/3wbw2/8/8 w,"(3, 3)",50
b7/3w1w2/bwbww3/1wbbb3/2bbwb2/3wbw2/8/8 b,"(2, 2)",-50
bb6/1w1w1w2/bwbww3/1wbbb3/2bbwb2/3wbw2/8/8 w,"(2, 1)",50
bb6/1w1w1w2/bwbww3/1wbbb3/2bbwb2/3wbw2/8/8 b,"(2, 5)",-100,-1
1b2ww2/b1wwbb1w/3bw1ww/1w2w1bb/2b1b3/3w4/1bb5/7b b,"(3, 3)",-100,-1
7b/5w2/3b4/b2ww2w/2wbb3/1bw1b3/8/3b3w w,"(5, 5)",-50
7b/5w2/3b4/b2ww2w/2wbb3/1bw1b3/8/3b3w b,"(5, 3)",-100,-1
1w6/8/2bw1w2/8/8/1bb1bb2/1w6/3wb3 b,"(4, 6)",0
1w6/8/2bw1w2/3b4/8/1bbwbb2/1w6/3wb3 w,"(4, 4)",50
1w6/8/2bw1w2/3b4/8/1bbwbb2/1w6/3wb3 b,"(4, 5)",-50
1w6/8/2bw1w2/3b4/3w4/1bbwbb2/1w1b4/3wb3 w,"(4, 7)",50
1w6/8/2bw1w2/3b4/3w4/1bbwbb2/1w1b4/3wb3 b,"(2, 5)",50
1w6/8/2bw1w2/3b4/1w1wb3/1bbwbb2/1w1b4/3wb3 w,"(5, 5)",100,1
8/b2w4/2b1w3/b1b5/5w2/8/4w3/2b5 w,"(3, 4)",0
8/b2w4/2b1w3/b1b5/5w2/8/4w3/2b5 b,"(5, 4)",0
8/b2w4/2b1w3/b1bbw3/5w2/8/4w3/2b5 w,"(4, 4)",50
8/b2w4/2b1w3/b1bbw3/5w2/8/4w3/2b5 b,"(2, 4)",0
8/b2w4/2b1w3/bwbbw3/3b1w2/8/4w3/2b5 w,"(4, 5)",50
8/b2w4/2b1w3/bwbbw3/3b1w2/8/4w3/2b5 b,"(2, 3)",0
8/b2w4/1wb1w3/bwbbw3/3bbw2/8/4w3/2b5 w,"(5, 5)",50
8/b2w4/1wb1w3/bwbbw3/3bbw2/8/4w3/2b5 b,"(2, 2)",-50
1b6/bw1w4/1wb1w3/bwbbw3/3bbw2/8/4w3/2b5 w,"(2, 1)",50
1b6/bw1w4/1wb1w3/bwbbw3/3bbw2/8/4w3/2b5 b,"(2, 5)",-100,-1
